"","firm_id","est","se","ttest_p","ttest_p_greater","ttest_p_less","t_stat","post_mean_u","post_mean_beta","lower_ci_u","upper_ci_u","lower_ci_beta","upper_ci_beta","lower_ci_beta95","upper_ci_beta95","normal_mean_beta","sic_combined","sic_name"
"81",97,0.00825082508250825,0.0110320658798999,0.456278815650456,0.228139407825228,0.771860592174772,0.747894834234178,1.01478962360712,0.0111952259818726,0.318055896710378,1.75144203524071,0.00350881360599952,0.0193220239176014,0.00223716303738224,0.0214296669896615,0.0107344910015469,59,"Other retail"
"82",79,0.0266666666666667,0.0144987949072825,0.0682730491760467,0.0341365245880234,0.965863475411977,1.83923331816167,1.26602762081983,0.0183558748212215,0.509102895069967,2.2146509586377,0.00738137846232323,0.0321097700405046,0.00543158037793596,0.037139011131186,0.0231835191805547,51,"Wholesale nondurable"
"83",34,-0.004,0.00490555971618248,0.416406066308761,0.79179696684562,0.20820303315438,-0.815401346925771,0.7492495819786,0.00367548856672078,0.133412708351669,1.40990550186043,0.000654464007716747,0.00691637563355058,0.000350792708136176,0.00760748962569947,-0.00255875229008165,51,"Wholesale nondurable"
"84",42,0.0277777777777778,0.013984565488858,0.0514231202922232,0.0257115601461116,0.974288439853888,1.98631682907198,1.31086733941998,0.0183319101553237,0.536852738407114,2.32565033198629,0.00750765227812704,0.0325232093718465,0.0056270077710813,0.0379263308920891,0.0240398788398803,63,"Insurance / real estate"
"85",31,0.0738482384823848,0.0219847264795446,0.00104400217355926,0.000522001086779631,0.99947799891322,3.35907015041083,2.22528310698184,0.0489222404465469,0.874120065120133,4.4613209672798,0.0192172905419478,0.0980809212031037,0.0160496052877806,0.105331400784864,0.0406971989322976,55,"Auto dealers / services"
"86",53,0.04,0.0159130703024782,0.013230221649919,0.00661511082495949,0.99338488917504,2.51365696497744,1.52173389248445,0.0242154584127688,0.646784810088889,2.95535831540616,0.0102923321535195,0.0470288246420717,0.00810139016044356,0.0550962467095994,0.0303865274354437,57,"Furnishing stores"
"87",52,-0.000672043010752656,0.0117066540772701,0.954314201728355,0.522842899135822,0.477157100864178,-0.0574069248409339,0.870382690150765,0.0101892690684388,0.20705652336179,1.55719313188068,0.00242393909343866,0.0182295213264279,0.0013993875178615,0.0200662174436211,0.004615451177442,53,"General merchandise"
"88",37,0.0161290322580645,0.0133487533820859,0.229257456349175,0.114628728174587,0.885371271825413,1.20828003907165,1.10889949205827,0.0148024258450061,0.393834315054126,1.89872966526095,0.00525719714506023,0.0253456740408188,0.00357603383037972,0.0284515520289574,0.016639853701995,53,"General merchandise"
"89",23,0.0115176151761518,0.0134111446279499,0.392129989055761,0.19606499452788,0.80393500547212,0.858809258692815,1.0364522825228,0.013900011460882,0.335132723379392,1.78346108524511,0.00449451342279974,0.0239182545525426,0.0029200023511183,0.0265806096373857,0.013637269068781,53,"General merchandise"
"90",6,-0.0733333333333333,0.0376755151848577,0.0633989926931823,0.968300503653409,0.0316994963465912,-1.94644540289676,0.591087640562701,0.0222695313776018,0.070441910009681,1.21992580516766,0.00265393525022012,0.0459613331969939,0.00132696762511006,0.0508268811557308,0.000170762347716669,80,"Health services"
"91",46,-0.0200892857142857,0.0152528535717205,0.190523072724419,0.90473846363779,0.0952615363622094,-1.31708375877496,0.675709708961807,0.0103065012477843,0.0992590550136414,1.32238676518174,0.00151398383179042,0.0201701716944981,0.000781411009956345,0.0222213755956336,-0.00468582162241007,42,"Freight / transport"
